,Sale_Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,No of Times Visited,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),luxury_house,Years Since Renovation,Condition_of_the_House_1,Condition_of_the_House_3,Waterfront_View_Yes,Ever_Renovated_Yes,zip_table_group_zipcodegrp1,zip_table_group_zipcodegrp2,zip_table_group_zipcodegrp3,zip_table_group_zipcodegrp4,zip_table_group_zipcodegrp5,zip_table_group_zipcodegrp6,zip_table_group_zipcodegrp7,zip_table_group_zipcodegrp8,zip_table_group_zipcodegrp9
3226,299000.0,3.0,2.25,1920.0,7840.0,2.0,0,8,1920.0,0,36,47.3631,-122.27600000000001,2170.0,7210,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3227,551000.0,3.0,1.0,1580.0,6000.0,1.0,0,7,1580.0,0,71,47.5286,-122.03200000000001,1580.0,6000,No,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3228,350000.0,3.0,2.75,3070.0,5280.0,2.0,1,7,2360.0,710,68,47.4486,-122.353,2570.0,18983,No,31,1,0,0,1,0,1,0,0,0,0,0,0,0
3229,1129575.0,3.0,2.5,2660.0,13367.0,2.0,2,10,2660.0,0,26,47.6501,-122.21700000000001,2660.0,13367,No,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3230,511718.0,2.0,1.75,1700.0,5000.0,1.0,0,6,850.0,850,103,47.6787,-122.363,1690.0,5000,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3231,965000.0,4.0,3.25,5010.0,49222.0,2.0,0,9,3710.0,1300,40,47.5489,-122.09200000000001,3140.0,54014,No,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3232,475000.0,4.0,2.25,2680.0,4673.0,2.0,0,7,2680.0,0,19,47.7539,-122.219,2460.0,4645,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3233,1060000.0,4.0,2.75,2720.0,4000.0,1.5,2,8,1840.0,880,90,47.6797,-122.359,1600.0,4000,No,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3234,252000.0,2.0,1.0,940.0,15450.0,1.0,0,6,940.0,0,92,47.4408,-122.461,1370.0,34820,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3235,580000.0,6.0,2.5,3596.0,13700.0,1.0,0,8,1798.0,1798,54,47.4388,-122.339,1894.0,10500,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3236,374950.0,2.0,2.25,1240.0,1172.0,2.0,0,8,1000.0,240,10,47.5877,-122.316,1260.0,1111,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3237,739000.0,5.0,4.0,4660.0,9900.0,2.0,2,9,2600.0,2060,39,47.5135,-122.2,3380.0,9900,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3238,271000.0,4.0,1.75,1710.0,7200.0,1.0,0,7,910.0,800,43,47.3967,-122.17399999999999,1730.0,7200,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3239,230000.0,2.0,1.0,930.0,7550.0,1.0,0,6,930.0,0,32,47.4866,-122.303,1370.0,10176,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3240,210000.0,3.0,2.25,1430.0,9150.0,1.0,0,7,1070.0,360,34,47.3239,-122.35,1430.0,6364,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3241,350000.0,3.0,2.75,1650.0,5700.0,2.0,0,7,1650.0,0,30,47.4563,-122.348,1320.0,7620,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3242,491500.0,3.0,2.25,1560.0,12000.0,1.0,0,7,1110.0,450,50,47.7256,-122.166,2190.0,4612,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3243,325000.0,3.0,2.5,1870.0,9825.0,1.0,0,7,1250.0,620,24,47.4639,-121.744,1380.0,11475,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3244,190000.0,3.0,2.0,1320.0,7625.0,1.0,0,7,1320.0,0,31,47.3635,-122.045,1420.0,7500,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3245,658600.0,4.0,2.0,1400.0,4690.0,1.5,0,7,1400.0,0,73,47.6826,-122.37799999999999,1400.0,4690,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3246,299950.0,3.0,1.5,1940.0,8951.0,1.0,0,7,1300.0,640,60,47.473,-122.32799999999999,2000.0,8319,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3247,464000.0,5.0,2.0,2000.0,3000.0,1.5,0,6,1200.0,800,87,47.6028,-122.29799999999999,1330.0,4000,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3248,308000.0,3.0,1.0,1640.0,18144.0,1.5,0,6,1640.0,0,76,47.5027,-122.33,1500.0,9065,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3249,625000.0,3.0,1.0,1020.0,7650.0,1.0,0,6,1020.0,0,99,47.6795,-122.20200000000001,1870.0,5500,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3250,240000.0,3.0,1.75,1630.0,9450.0,1.0,0,7,1080.0,550,41,47.3729,-122.295,1280.0,9100,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3251,530000.0,4.0,2.5,2940.0,35996.0,2.0,0,9,2940.0,0,23,47.3401,-122.06700000000001,2890.0,35089,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3252,1000000.0,5.0,4.5,2120.0,8944.0,2.0,4,8,2120.0,0,79,47.5488,-122.197,2870.0,8944,Yes,54,0,1,1,1,0,0,0,0,0,1,0,0,0
3253,439000.0,1.0,1.0,790.0,2400.0,1.0,0,7,790.0,0,100,47.6178,-122.29899999999999,1580.0,2566,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3254,575000.0,4.0,1.75,2020.0,6200.0,1.0,0,6,1010.0,1010,70,47.7013,-122.35,1440.0,4158,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3255,418000.0,3.0,1.75,1530.0,7238.0,1.0,0,7,1530.0,0,59,47.7629,-122.315,1580.0,7238,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3256,1129575.0,4.0,3.75,3250.0,10949.0,2.0,0,9,2940.0,310,88,47.638999999999996,-122.219,2340.0,15234,No,27,1,0,0,1,0,0,0,0,0,0,0,1,0
3257,1100000.0,4.0,3.75,2930.0,3200.0,1.5,0,9,2130.0,800,93,47.643,-122.359,1900.0,4320,No,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3258,1129575.0,3.0,3.75,3150.0,8550.0,2.0,0,10,3150.0,0,11,47.6387,-122.28399999999999,2510.0,8550,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3259,580000.0,3.0,2.5,2180.0,40278.0,2.0,0,9,2180.0,0,33,47.733000000000004,-122.09,2630.0,40000,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3260,380000.0,2.0,1.0,1040.0,7372.0,1.0,0,7,840.0,200,79,47.5285,-122.37799999999999,1930.0,5150,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3261,256000.0,3.0,1.0,880.0,5375.0,1.0,0,5,880.0,0,94,47.4858,-122.20200000000001,980.0,4838,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3262,349950.0,3.0,1.0,1400.0,7066.0,1.0,0,8,1400.0,0,61,47.7127,-122.325,1400.0,7320,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3263,691500.0,4.0,2.5,2600.0,7200.0,2.0,0,7,2600.0,0,56,47.6944,-122.274,1790.0,6175,No,15,1,0,0,1,0,0,0,1,0,0,0,0,0
3264,556000.0,3.0,1.75,1590.0,2500.0,1.5,0,7,1190.0,400,110,47.6668,-122.29899999999999,1420.0,3800,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3265,218000.0,3.0,2.25,1610.0,7084.0,1.0,0,8,1280.0,330,50,47.3146,-122.384,2170.0,8505,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3266,425000.0,4.0,2.0,1390.0,4500.0,1.5,0,7,1390.0,0,110,47.5552,-122.311,1900.0,5460,No,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3267,935000.0,3.0,3.25,3710.0,38509.0,2.0,0,10,3710.0,0,20,47.693000000000005,-121.868,1680.0,25865,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3268,732000.0,4.0,1.75,2360.0,11300.0,1.0,0,9,2360.0,0,44,47.5728,-122.163,2290.0,11951,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3269,805500.0,3.0,1.0,1440.0,10330.0,1.0,0,7,1440.0,0,66,47.6245,-122.193,2080.0,10327,No,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3270,507250.0,3.0,1.75,1400.0,5750.0,1.0,2,6,1100.0,300,103,47.5659,-122.38,1500.0,5175,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3271,800000.0,4.0,2.5,4600.0,67369.0,2.0,0,10,4600.0,0,28,47.6417,-121.992,4600.0,67369,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3272,600000.0,3.0,2.25,2100.0,8276.0,2.0,1,8,2100.0,0,39,47.6068,-122.11200000000001,2420.0,18135,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3273,627800.0,4.0,1.75,2010.0,12044.0,1.0,0,9,2010.0,0,36,47.6446,-122.068,2200.0,11144,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3274,660000.0,2.0,2.25,2550.0,6000.0,2.0,0,7,1860.0,690,116,47.6739,-122.323,2010.0,4000,No,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3275,153503.0,2.0,2.5,1240.0,3649.0,2.0,0,7,1240.0,0,32,47.3241,-122.322,1400.0,3721,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3276,456500.0,3.0,2.25,2090.0,9163.0,1.0,0,7,1460.0,630,43,47.7334,-122.167,1960.0,7713,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3277,1129575.0,5.0,2.5,2770.0,8100.0,2.0,0,9,2770.0,0,16,47.6341,-122.208,2070.0,8100,No,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3278,843500.0,3.0,2.5,3560.0,11448.0,2.0,0,10,3560.0,0,21,47.7126,-122.104,3290.0,11506,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3279,625000.0,3.0,1.0,1240.0,4080.0,1.0,0,7,1240.0,0,93,47.667,-122.333,2060.0,4080,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3280,527000.0,2.0,1.75,1640.0,4080.0,1.0,0,7,840.0,800,97,47.6645,-122.32600000000001,1980.0,4080,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3281,1129575.0,5.0,3.75,3940.0,13738.0,1.5,3,9,3940.0,0,67,47.6203,-122.212,2370.0,13320,No,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3282,1000000.0,5.0,2.5,3150.0,50094.0,2.0,0,9,3150.0,0,49,47.6387,-122.177,3600.0,48787,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3283,855000.0,4.0,3.0,2550.0,5300.0,2.0,0,8,1720.0,830,110,47.6786,-122.367,1590.0,4505,No,3,1,0,0,1,0,0,1,0,0,0,0,0,0
3284,725000.0,4.0,3.25,3940.0,27591.0,2.0,3,9,3440.0,500,18,47.5157,-122.116,3420.0,29170,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3285,315000.0,1.0,1.0,580.0,7200.0,1.0,0,6,580.0,0,18,47.5249,-122.37299999999999,1360.0,7560,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3286,180000.0,3.0,1.75,1330.0,16000.0,1.0,0,7,1330.0,0,40,47.28,-122.257,1330.0,14374,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3287,700000.0,2.0,1.0,930.0,5000.0,1.0,3,7,930.0,0,92,47.5333,-122.38799999999999,1760.0,5228,No,3,1,0,0,1,0,0,1,0,0,0,0,0,0
3288,476500.0,3.0,1.0,1060.0,8625.0,2.0,0,7,1060.0,0,56,47.6615,-122.179,2010.0,8901,No,20,1,0,0,1,0,0,0,0,1,0,0,0,0
3289,193000.0,3.0,1.5,1180.0,9048.0,1.0,0,7,1180.0,0,58,47.4327,-122.32799999999999,1460.0,8942,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3290,295000.0,4.0,2.5,1850.0,6663.0,2.0,0,7,1850.0,0,28,47.3618,-122.195,1850.0,6417,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3291,363000.0,2.0,1.0,820.0,4880.0,1.0,0,6,820.0,0,93,47.5483,-122.39399999999999,1320.0,4880,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3292,875000.0,4.0,2.5,3600.0,21794.0,2.0,0,10,3600.0,0,28,47.7121,-122.072,3410.0,19864,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3293,257200.0,3.0,2.0,1850.0,8250.0,1.0,0,7,1150.0,700,66,47.3066,-122.209,1580.0,7153,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3294,555000.0,3.0,2.0,2240.0,11250.0,1.0,0,8,2240.0,0,50,47.6371,-122.119,2200.0,12500,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3295,380000.0,3.0,2.25,1860.0,15559.0,2.0,0,7,1860.0,0,55,47.1559,-121.646,1110.0,11586,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3296,282000.0,4.0,2.75,2390.0,7330.0,2.0,0,7,2390.0,0,29,47.3061,-122.359,1980.0,6735,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3297,545000.0,4.0,2.5,2040.0,6034.0,2.0,0,7,2040.0,0,28,47.6952,-122.323,1380.0,5986,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3298,550000.0,3.0,1.5,1900.0,5000.0,1.5,0,7,1640.0,260,92,47.6779,-122.294,2090.0,5000,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3299,921500.0,3.0,1.5,1900.0,5000.0,1.5,0,7,1640.0,260,92,47.6779,-122.294,2090.0,5000,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3300,885000.0,3.0,1.5,2200.0,2880.0,2.0,0,7,1440.0,760,114,47.6308,-122.31200000000001,2440.0,4640,No,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3301,820000.0,4.0,2.25,2280.0,6660.0,1.5,2,8,1960.0,320,78,47.6503,-122.368,1720.0,5336,No,33,1,0,0,1,0,0,0,0,0,1,0,0,0
3302,289000.0,3.0,1.0,1090.0,7315.0,1.0,0,6,1090.0,0,37,47.494,-122.165,1090.0,5800,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3303,334000.0,1.0,1.0,670.0,5750.0,1.0,0,7,670.0,0,76,47.5624,-122.39399999999999,1170.0,5750,No,5,1,0,0,1,0,0,0,1,0,0,0,0,0
3304,206000.0,3.0,1.0,1050.0,5233.0,1.0,0,5,1050.0,0,112,47.3106,-121.999,970.0,7500,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3305,491950.0,3.0,2.25,2090.0,10733.0,1.0,0,7,1440.0,650,60,47.6971,-122.281,1740.0,8100,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3306,430000.0,3.0,2.5,2030.0,7770.0,2.0,0,8,2030.0,0,15,47.5253,-121.93,1360.0,10782,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3307,208000.0,3.0,2.0,1250.0,7995.0,1.0,0,7,1250.0,0,38,47.3684,-122.09200000000001,1540.0,7650,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3308,245000.0,4.0,2.25,2600.0,6390.0,1.0,0,8,1390.0,1210,40,47.3174,-122.366,2110.0,6700,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3309,426000.0,2.0,1.0,640.0,2500.0,1.0,0,6,640.0,0,100,47.6776,-122.361,1460.0,4200,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3310,400000.0,3.0,2.5,2120.0,3742.0,2.0,0,7,2120.0,0,12,47.4787,-122.12899999999999,2250.0,4696,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3311,553000.0,3.0,1.0,1330.0,5100.0,1.0,0,7,900.0,430,76,47.6837,-122.291,1500.0,5100,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3312,296000.0,2.0,1.0,750.0,4680.0,1.0,0,5,750.0,0,70,47.6919,-122.37100000000001,1450.0,4400,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3313,428000.0,3.0,2.5,2230.0,32660.0,1.0,0,8,2230.0,0,41,47.3321,-122.105,2400.0,33120,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3314,325000.0,4.0,2.5,1890.0,6156.0,1.0,0,7,980.0,910,38,47.551,-122.35600000000001,1590.0,6954,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3315,294000.0,2.0,1.0,820.0,6366.0,1.0,0,6,820.0,0,66,47.7512,-122.34,1580.0,10169,No,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3316,410000.0,3.0,1.75,1880.0,8424.0,1.0,0,7,1380.0,500,41,47.5116,-122.161,1970.0,8523,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3317,590000.0,4.0,4.25,2360.0,57514.0,2.0,0,8,2360.0,0,79,47.2843,-122.294,2037.0,35733,No,30,1,0,0,1,0,0,0,0,0,0,0,0,0
3318,445000.0,3.0,2.25,1850.0,4050.0,2.0,0,7,1850.0,0,33,47.5669,-122.01700000000001,1650.0,4468,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3319,921000.0,4.0,2.5,2310.0,5362.0,2.0,4,8,2010.0,300,90,47.6044,-122.28399999999999,2530.0,5960,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3320,496000.0,3.0,1.5,2520.0,37616.0,1.0,0,8,2520.0,0,63,47.4777,-121.76299999999999,1470.0,33750,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3321,95000.0,2.0,1.0,800.0,8550.0,1.0,0,7,800.0,0,71,47.4075,-122.294,1490.0,8550,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3322,359000.0,4.0,1.75,1580.0,6396.0,1.0,0,6,790.0,790,73,47.5378,-122.369,1180.0,6396,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3323,452500.0,3.0,2.5,2430.0,88426.0,1.0,0,7,1570.0,860,33,47.4828,-121.71799999999999,1560.0,56827,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3324,555000.0,4.0,1.75,2350.0,6200.0,1.5,0,7,1410.0,940,72,47.559,-122.397,1800.0,6150,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3325,549900.0,5.0,3.0,3800.0,42316.0,1.5,0,9,3800.0,0,34,47.3488,-122.095,2580.0,35775,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3326,569000.0,5.0,3.0,3670.0,10583.0,1.0,0,8,2060.0,1610,66,47.7589,-122.277,2720.0,13865,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3327,318500.0,4.0,2.0,1780.0,7350.0,1.0,0,7,900.0,880,44,47.4562,-122.15799999999999,1480.0,7350,No,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3328,487028.0,2.0,1.5,1295.0,1093.0,2.0,0,9,1105.0,190,11,47.6192,-122.29899999999999,1295.0,1413,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3329,240000.0,3.0,1.0,1350.0,7560.0,1.0,0,7,950.0,400,59,47.3784,-122.303,1470.0,7560,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3330,253000.0,3.0,2.25,1440.0,9806.0,1.0,0,7,1440.0,0,53,47.3857,-122.212,1590.0,9782,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3331,380000.0,5.0,1.75,1320.0,38125.0,1.0,0,7,1120.0,200,71,47.3937,-122.323,2360.0,15070,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3332,250000.0,2.0,0.75,700.0,16828.0,1.0,0,6,700.0,0,60,47.3009,-122.125,2010.0,29316,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3333,368500.0,2.0,1.75,2510.0,19141.0,2.0,0,9,2510.0,0,41,47.3103,-122.199,2400.0,13030,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3334,340000.0,3.0,1.0,3180.0,27586.0,1.0,0,8,1400.0,1780,49,47.1986,-121.96700000000001,2180.0,27586,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3335,400000.0,2.0,1.0,910.0,4000.0,1.0,0,7,910.0,0,100,47.5427,-122.38799999999999,1060.0,1346,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3336,835000.0,3.0,2.0,1570.0,4625.0,1.5,0,8,1570.0,0,91,47.68,-122.399,1760.0,4625,No,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3337,299000.0,3.0,2.5,2450.0,7062.0,2.0,0,8,2450.0,0,25,47.3061,-122.36,1960.0,7200,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3338,1129575.0,6.0,2.25,4910.0,6600.0,2.5,0,10,3580.0,1330,108,47.6458,-122.32,3280.0,5500,No,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3339,265000.0,3.0,2.0,1570.0,5706.0,1.0,0,7,1570.0,0,20,47.3156,-122.18799999999999,1570.0,5706,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3340,437500.0,4.0,2.5,2680.0,7513.0,2.0,0,8,2680.0,0,20,47.4956,-122.161,2640.0,7243,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3341,865000.0,3.0,1.75,2090.0,4725.0,2.0,0,7,1610.0,480,71,47.657,-122.39399999999999,1280.0,4725,No,4,1,0,0,1,0,0,0,0,1,0,0,0,0
3342,626000.0,3.0,2.0,2150.0,7200.0,1.0,0,8,2150.0,0,30,47.5709,-122.01799999999999,2510.0,7222,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3343,247300.0,2.0,2.0,1140.0,1118.0,2.0,0,7,1040.0,100,9,47.596000000000004,-122.311,1140.0,1118,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3344,1129575.0,4.0,3.5,4230.0,20377.0,2.0,0,10,4230.0,0,21,47.5954,-122.206,3980.0,20489,No,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3345,425000.0,3.0,1.0,1790.0,6000.0,1.5,0,8,1790.0,0,81,47.5448,-122.32,1060.0,4000,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3346,905000.0,5.0,3.5,3100.0,10200.0,1.0,4,9,1660.0,1440,48,47.6134,-122.11200000000001,2700.0,10455,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3347,641250.0,3.0,2.5,2220.0,2550.0,3.0,2,10,2220.0,0,28,47.6963,-122.39299999999999,2200.0,5610,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3348,675000.0,4.0,2.5,2370.0,9679.0,2.0,0,8,2370.0,0,34,47.5631,-122.085,2290.0,7944,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3349,845000.0,4.0,2.75,4070.0,115434.0,2.0,0,9,4070.0,0,16,47.4843,-121.75200000000001,2970.0,95832,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3350,401500.0,4.0,1.0,1790.0,8400.0,1.0,0,7,1260.0,530,64,47.7627,-122.353,1470.0,8400,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3351,395000.0,3.0,2.5,1610.0,3755.0,2.0,0,7,1610.0,0,31,47.6825,-122.09700000000001,1300.0,3823,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3352,1100000.0,5.0,2.75,2830.0,18050.0,1.0,0,7,1630.0,1200,60,47.5773,-122.226,2370.0,14250,No,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3353,145000.0,3.0,1.0,1010.0,5490.0,1.0,0,6,1010.0,0,64,47.4762,-122.29299999999999,1740.0,10658,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3354,900000.0,3.0,1.0,1560.0,3825.0,1.5,0,8,1390.0,170,88,47.6803,-122.387,1700.0,5100,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3355,374500.0,3.0,1.5,1330.0,8636.0,1.0,0,7,1330.0,0,50,47.7289,-122.20299999999999,1370.0,7475,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3356,850000.0,4.0,2.25,2330.0,10451.0,2.0,0,8,2330.0,0,53,47.6044,-122.16799999999999,1880.0,8400,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3357,490000.0,3.0,1.0,960.0,5750.0,1.0,0,7,960.0,0,67,47.5689,-122.39299999999999,1520.0,5750,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3358,304000.0,3.0,2.5,1710.0,6773.0,2.0,0,8,1710.0,0,25,47.2635,-122.31200000000001,2220.0,7551,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3359,400000.0,4.0,2.25,2230.0,7200.0,1.0,0,7,1300.0,930,55,47.7648,-122.33,2010.0,7752,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3360,454000.0,3.0,2.0,1700.0,10000.0,2.0,0,8,1700.0,0,26,47.7661,-122.205,1460.0,9621,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3361,160000.0,2.0,2.0,1040.0,4750.0,1.0,0,6,850.0,190,68,47.5293,-122.272,1350.0,5000,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3362,542000.0,3.0,1.75,1070.0,8030.0,1.0,0,7,1070.0,0,52,47.67,-122.155,1540.0,7875,No,3,1,0,0,1,0,0,0,1,0,0,0,0,0
3363,403500.0,5.0,2.5,3600.0,17300.0,1.0,0,8,2410.0,1190,50,47.4468,-122.34100000000001,2620.0,30200,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3364,418000.0,4.0,2.5,2750.0,8471.0,2.0,0,7,2750.0,0,15,47.3671,-122.029,2610.0,7482,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3365,406000.0,4.0,1.5,1920.0,6000.0,2.0,1,7,1920.0,0,67,47.4029,-122.321,1920.0,6000,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3366,242500.0,3.0,2.25,1770.0,10000.0,1.0,0,7,1340.0,430,40,47.3814,-122.322,1270.0,5055,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3367,425000.0,4.0,2.5,2460.0,5440.0,2.0,0,9,2460.0,0,15,47.448,-122.12100000000001,2460.0,5124,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3368,613000.0,4.0,2.0,1550.0,4815.0,1.5,0,7,1550.0,0,109,47.667,-122.336,1680.0,4013,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3369,189000.0,3.0,2.0,1460.0,11481.0,1.0,0,7,1170.0,290,23,47.4493,-121.777,1540.0,9680,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3370,700000.0,4.0,2.25,2440.0,9450.0,1.5,0,7,2440.0,0,71,47.7061,-122.307,1720.0,7503,No,3,1,0,0,1,0,1,0,0,0,0,0,0,0
3371,750000.0,3.0,1.0,1640.0,6516.0,1.5,0,7,1440.0,200,83,47.6693,-122.339,1770.0,4000,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3372,494000.0,2.0,1.0,1290.0,4650.0,1.0,0,7,1290.0,0,112,47.6877,-122.325,1640.0,3900,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
